EventTime;AspectName;Category;Message;FromValue;ToValue;Path;ObjectName;ObjectDescription;SourceName;UserAccount;Condition;SubCondition;NodeName;Component
 05-27-2021 22:00:06;;System Simple Event;Controller_7   (2001) Interval time in ordinary tasks increased  1.3%;;;;172.16.116.157-_SW1131Task;;172.16.116.157-_SW1131Task;;;;;
 05-27-2021 22:00:15;;System Simple Event;Controller_8   (0000) Status OK;;;;1;;172.16.120.161-0.5.1;;;;;
 05-27-2021 22:00:20;Control Module;AuditEvent_OperatorAction;Enable_CNT1 True -> False ;True;False;[Functional Structure]Root/Steroid/Axis_39/U39B02_00/EqM_Gazoldal_5_U_39B02_00;EqM_Gazoldal_5_U_39B02_00;;{D1785C8F-929D-4973-A870-A592D0F4DC9D};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:00:24;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Urito_1_U_39B02_00/KSVG0261;KSVG0261;Keszulek urito;{51B31522-3736-4C30-A219-AA4C2293CDE4};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:00:27;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Gazoldal_5_U_39B02_00/KSVG0289;KSVG0289;Legzo;{E9DB8330-2AC0-43D3-8326-89B9BF63CB03};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:00:32;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Gazoldal_5_U_39B02_00/KSVG0279;KSVG0279;Ammonia kond. Legzo  szabadba;{99217E84-FEBE-47B9-9AB0-044A2BD0FD5D};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:00:35;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Reflux_1_U_39B02_00/KSVG0274;KSVG0274;Para kondenzatum;{F2D67E99-F9E8-4E41-9F54-8F08DC521C2A};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:00:37;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-27-2021 22:00:38;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Reflux_1_U_39B02_00/KSVG0273;KSVG0273;Paracso;{09CCF586-6D0C-4D92-A98C-BA9ACA58548C};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:00:56;;System Simple Event;Controller_7   (2002) Interval time in ordinary tasks decreased  1.5%;;;;172.16.116.157-_SW1131Task;;172.16.116.157-_SW1131Task;;;;;
 05-27-2021 22:01:06;;System Simple Event;Controller_7   (2001) Interval time in ordinary tasks increased  1.3%;;;;172.16.116.157-_SW1131Task;;172.16.116.157-_SW1131Task;;;;;
 05-27-2021 22:01:33;Control Module;AuditEvent_OperatorAction;SV_MENNYISEG.RValue 100 -> 500 ;100;500;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Folyadekoldal_2_4_U_39B02_00;EqM_Folyadekoldal_2_4_U_39B02_00;;{D4577187-D532-4B96-84E3-448C37183FDA};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:01:35;Control Module;AuditEvent_OperatorAction;HSIMOP 2 -> 1 ;2;1;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Folyadekoldal_2_4_U_39B02_00/EqM_Folyadekoldal_2_4_U_39B02_00c;EqM_Folyadekoldal_2_4_U_39B02_00c;;{57E611CD-C043-421C-BD26-E992F9EA8F79};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:01:36;;System Simple Event;Controller_7   (2002) Interval time in ordinary tasks decreased  1.5%;;;;172.16.116.157-_SW1131Task;;172.16.116.157-_SW1131Task;;;;;
 05-27-2021 22:01:38;Control Module;AuditEvent_OperatorAction;HSIMOP 1 -> 2 ;1;2;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Folyadekoldal_2_4_U_39B02_00/EqM_Folyadekoldal_2_4_U_39B02_00c;EqM_Folyadekoldal_2_4_U_39B02_00c;;{57E611CD-C043-421C-BD26-E992F9EA8F79};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:01:46;;System Simple Event;Controller_7   (2001) Interval time in ordinary tasks increased  1.3%;;;;172.16.116.157-_SW1131Task;;172.16.116.157-_SW1131Task;;;;;
 05-27-2021 22:02:10;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B02_00/EqM_Gazoldal_2_U_34B02_00/KSVG0569;KSVG0569;Legzo;{57DBE7FF-66A1-4E73-8832-FEB46D0BCAD0};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:02:29;Control Module;AuditEvent_OperatorAction;START_Button False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_44C04_00;U_44C04_00;;{CAA4DEDD-1398-4168-BBA4-4E72EF792659};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:02:58;Control Module;AuditEvent_OperatorAction;Vakuum_07.Kliens_Vakuum_Start False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_44C04_00;U_44C04_00;;{CAA4DEDD-1398-4168-BBA4-4E72EF792659};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:03:16;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B02_00/EqM_Reflux_K3_U_34B02_00/KSVG0568;KSVG0568;Kondenzator hutes;{96747BFD-9C1E-46F1-9F01-6029E9C3065C};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:03:21;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B02_00/EqM_Gazoldal_2_U_34B02_00/KSVG0562;KSVG0562;Vakuum ag;{6BD934EA-0A86-4DD2-A39B-F83CB51B41A4};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:03:25;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-27-2021 22:04:16;;System Simple Event;Controller_8   (0000)  IAC interval time latency (Normal);;;;1;;172.16.120.161-0.5.1;;;;;
 05-27-2021 22:04:18;;IM History;Failed to Extend HS_RUNTIME Table Segment adding Message/VendorAttribute for 'IMMSGLOG_IP_172_16_16_53' (132967 times);;;;IM_Inform IT History_IMS01-NO1;;IM_Inform IT History_IMS01-NO1;;;;;
 05-27-2021 22:05:37;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-27-2021 22:08:26;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-27-2021 22:09:40;;System Alarm for SoftAlarms;Primary Connection to Controller_6 Lost;;;;Controller_6;;{83282CA4-275B-455C-9C32-99F8EB0B8747};;Network Connection Error, Area 29;Primary Connection Down;;
 05-27-2021 22:09:45;;System Condition Event;Controller_6   (0000)  No communication;;;;1;;172.16.116.156-0.1;;HWError;HWError;;
 05-27-2021 22:09:49;;System Condition Event;Controller_6   (0000)  No communication BackupCPU,  No communication;;;;1;;172.16.116.156-0.1;;HWError;HWError;;
 05-27-2021 22:10:37;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-27-2021 22:12:20;;System Simple Event;Controller_8   (0000) Status OK;;;;1;;172.16.120.161-0.5.1;;;;;
 05-27-2021 22:13:26;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-27-2021 22:15:37;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-27-2021 22:16:22;;System Simple Event;Controller_8   (0000)  IAC interval time latency (Normal);;;;1;;172.16.120.161-0.5.1;;;;;
 05-27-2021 22:18:26;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-27-2021 22:19:56;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Gazoldal_5_U_39B02_00/KSVG0279;KSVG0279;Ammonia kond. Legzo  szabadba;{99217E84-FEBE-47B9-9AB0-044A2BD0FD5D};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:19:59;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Reflux_1_U_39B02_00/KSVG0274;KSVG0274;Para kondenzatum;{F2D67E99-F9E8-4E41-9F54-8F08DC521C2A};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:20:02;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Gazoldal_5_U_39B02_00/KSVG0289;KSVG0289;Legzo;{E9DB8330-2AC0-43D3-8326-89B9BF63CB03};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:20:05;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Reflux_1_U_39B02_00/KSVG0273;KSVG0273;Paracso;{09CCF586-6D0C-4D92-A98C-BA9ACA58548C};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:20:07;Control Module;AuditEvent_OperatorAction;Enable_CNT1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Gazoldal_5_U_39B02_00;EqM_Gazoldal_5_U_39B02_00;;{D1785C8F-929D-4973-A870-A592D0F4DC9D};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:20:18;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Urito_1_U_39B02_00/KSVG0261;KSVG0261;Keszulek urito;{51B31522-3736-4C30-A219-AA4C2293CDE4};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:20:37;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-27-2021 22:23:00;;AuditEvent_Security;Logover user from rgnor\readonly to rgnor\takacsf succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};rgnor\takacsf;;;OW05-NO1;Logover
 05-27-2021 22:23:09;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_II_CN/NOR2/Applications/Application_9/Control Modules/U_17B03_00/EqM_Kevero_3_U_17B03_00/KS5155;KS5155;Kevero;{196153AA-D8B4-4BCD-9285-6B56D31CE29C};rgnor\takacsf;;;OW05-NO1;Audit Trail configuration
 05-27-2021 22:23:24;Control Module;AuditEvent_OperatorAction;Enable_CNT1 True -> False ;True;False;[Functional Structure]Root/Steroid/Axis_39/U39B02_00/EqM_Gazoldal_5_U_39B02_00;EqM_Gazoldal_5_U_39B02_00;;{D1785C8F-929D-4973-A870-A592D0F4DC9D};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:23:26;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-27-2021 22:23:27;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Urito_1_U_39B02_00/KSVG0261;KSVG0261;Keszulek urito;{51B31522-3736-4C30-A219-AA4C2293CDE4};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:23:31;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Reflux_1_U_39B02_00/KSVG0274;KSVG0274;Para kondenzatum;{F2D67E99-F9E8-4E41-9F54-8F08DC521C2A};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:23:34;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Functional Structure]Root/Steroid/Axis_39/U39B02_00/EqM_Reflux_1_U_39B02_00/KSVG0273;KSVG0273;Paracso;{09CCF586-6D0C-4D92-A98C-BA9ACA58548C};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:24:26;;System Simple Event;Controller_8   (0000) Status OK;;;;1;;172.16.120.161-0.5.1;;;;;
 05-27-2021 22:25:37;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-27-2021 22:26:27;;IM History;IM Message Log: Messages may have been lost (bad category definition, bad message, or oracle error (133001 times);;;;IM_Inform IT History_IMS01-NO1;;IM_Inform IT History_IMS01-NO1;;;;;
 05-27-2021 22:28:19;;IM History;hsEventLogCollector - PDLMSGLOG_172_16_16_53 is not configured.;;;;IM_Inform IT History_IMS01-NO1;;IM_Inform IT History_IMS01-NO1;;;;;
 05-27-2021 22:28:20;;Network Messages;The action Schedule_AG_NORI_5s8w_20175_1 has been started.;;;;Schedule_AG_NORI_5s8w;;{504F2D25-CA04-4694-BDBE-98EF388B5D5C};;;;IMS01-NO1;Scheduler
 05-27-2021 22:28:21;;Network Messages;The action Schdule_AG_NORI_20s104w_20172_1 has been started.;;;;Schdule_AG_NORI_20s104w;;{F905A6E0-DA9F-4AFC-A5B4-0A979BB8E96E};;;;IMS01-NO1;Scheduler
 05-27-2021 22:28:22;;Network Messages;The action Schedule_AG_NORI_5s8w_20175_1 completed OK.;;;;Scheduler;Industrial IT Application Scheduler;{545FC42D-F13A-4137-B001-0185947FCBDB};;;;IMS01-NO1;Scheduler
 05-27-2021 22:28:26;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-27-2021 22:28:27;;System Simple Event;Controller_8   (0000)  IAC interval time latency (Normal);;;;1;;172.16.120.161-0.5.1;;;;;
 05-27-2021 22:28:31;;Network Messages;The action Schdule_AG_NORI_20s104w_20172_1 completed OK.;;;;Scheduler;Industrial IT Application Scheduler;{545FC42D-F13A-4137-B001-0185947FCBDB};;;;IMS01-NO1;Scheduler
 05-27-2021 22:28:53;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Reflux_1_U_39B02_00/KSVG0274;KSVG0274;Para kondenzatum;{F2D67E99-F9E8-4E41-9F54-8F08DC521C2A};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:28:57;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Functional Structure]Root/Steroid/Axis_39/U39B02_00/EqM_Reflux_1_U_39B02_00/KSVG0273;KSVG0273;Paracso;{09CCF586-6D0C-4D92-A98C-BA9ACA58548C};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:29:00;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Kevero_3_U_39B02_00/KSV0251;KSV0251;Birch Kevero;{1A8ADBC5-1C58-43DE-900B-8CCDBD39E655};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:29:02;Control Module;AuditEvent_OperatorAction;Enable_CNT1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Gazoldal_5_U_39B02_00;EqM_Gazoldal_5_U_39B02_00;;{D1785C8F-929D-4973-A870-A592D0F4DC9D};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:29:05;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Urito_1_U_39B02_00/KSVG0261;KSVG0261;Keszulek urito;{51B31522-3736-4C30-A219-AA4C2293CDE4};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:29:14;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B02_00/EqM_Gazoldal_2_U_34B02_00/KSVG0562;KSVG0562;Vakuum ag;{6BD934EA-0A86-4DD2-A39B-F83CB51B41A4};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:29:19;Control Module;AuditEvent_OperatorAction;HSICmd.Man False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B02_00/EqM_Gazoldal_2_U_34B02_00/KSVG0560;KSVG0560;Nitrogén;{A21AD6EE-F7A5-4725-B00D-6502B0DEC4CE};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:29:22;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B02_00/EqM_Gazoldal_2_U_34B02_00/KSVG0560;KSVG0560;Nitrogén;{A21AD6EE-F7A5-4725-B00D-6502B0DEC4CE};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:30:00;;Network Messages;Transaction overrun for property 'LIT9821', aspect 'T04_00:Property Transfer Definition', overrun in 993 Milliseconds;;;;Property Transfer on CS01-NO1;;{8A76BBE6-1650-4A5D-9C24-C039753F6979};;;;CS01-NO1;AfwPropertyTransfer
 05-27-2021 22:30:37;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-27-2021 22:31:08;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B02_00/EqM_Gazoldal_2_U_34B02_00/KSVG0560;KSVG0560;Nitrogén;{A21AD6EE-F7A5-4725-B00D-6502B0DEC4CE};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:31:12;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B02_00/EqM_Gazoldal_2_U_34B02_00/KSVG0569;KSVG0569;Legzo;{57DBE7FF-66A1-4E73-8832-FEB46D0BCAD0};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:31:18;Control Module;AuditEvent_OperatorAction;Enable_CNT1 True -> False ;True;False;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Gazoldal_5_U_39B02_00;EqM_Gazoldal_5_U_39B02_00;;{D1785C8F-929D-4973-A870-A592D0F4DC9D};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:31:23;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Urito_1_U_39B02_00/KSVG0261;KSVG0261;Keszulek urito;{51B31522-3736-4C30-A219-AA4C2293CDE4};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:31:26;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Reflux_1_U_39B02_00/KSVG0274;KSVG0274;Para kondenzatum;{F2D67E99-F9E8-4E41-9F54-8F08DC521C2A};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:31:30;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Reflux_1_U_39B02_00/KSVG0273;KSVG0273;Paracso;{09CCF586-6D0C-4D92-A98C-BA9ACA58548C};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:31:55;Control Module;AuditEvent_OperatorAction;HSIMOP 2 -> 1 ;2;1;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B01_00/EqM_Folyadekoldal_2_U_34B01_00/EqM_Folyadekoldal_2_U_34B01_00c;EqM_Folyadekoldal_2_U_34B01_00c;;{42FD18B7-C0F5-4143-89B5-991764CA01F2};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:31:58;Control Module;AuditEvent_OperatorAction;HSIMOP 1 -> 2 ;1;2;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B01_00/EqM_Folyadekoldal_2_U_34B01_00/EqM_Folyadekoldal_2_U_34B01_00c;EqM_Folyadekoldal_2_U_34B01_00c;;{42FD18B7-C0F5-4143-89B5-991764CA01F2};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:32:22;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B02_00/EqM_Gazoldal_2_U_34B02_00/KSVG0569;KSVG0569;Legzo;{57DBE7FF-66A1-4E73-8832-FEB46D0BCAD0};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:32:26;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_34B02_00/EqM_Gazoldal_2_U_34B02_00/KSVG0562;KSVG0562;Vakuum ag;{6BD934EA-0A86-4DD2-A39B-F83CB51B41A4};rgnor\GondaB;;;OW12-NO1;Audit Trail configuration
 05-27-2021 22:33:26;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-27-2021 22:34:56;;IM History;Failed to Extend HS_RUNTIME Table Segment adding Message/VendorAttribute for 'IMMSGLOG_IP_172_16_16_53' (133014 times);;;;IM_Inform IT History_IMS01-NO1;;IM_Inform IT History_IMS01-NO1;;;;;
 05-27-2021 22:35:37;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-27-2021 22:35:40;;AuditEvent_Security;Logover user from rgnor\readonly to rgnor\takacsf succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};rgnor\takacsf;;;OW11-NO2;Logover
 05-27-2021 22:36:31;;System Simple Event;Controller_8   (0000) Status OK;;;;1;;172.16.120.161-0.5.1;;;;;
 05-27-2021 22:38:26;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-27-2021 22:40:02;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_II_CN/NOR2/Applications/Application_9/Control Modules/U_22A03_00/EqM_SMetanol_U_22A03_00/KS9989;KS9989;Stivattyu 22A03.01;{5C088D52-5CDC-4D69-B2BB-C3CC12D00923};rgnor\takacsf;;;OW05-NO1;Audit Trail configuration
 05-27-2021 22:40:06;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_II_CN/NOR2/Applications/Application_9/Control Modules/U_22A03_00/EqM_SMetanol_U_22A03_00/KSVG9982;KSVG9982;Elosztora;{150130B0-1B74-4A7D-BBA2-7D06C0645DB9};rgnor\takacsf;;;OW05-NO1;Audit Trail configuration
 05-27-2021 22:40:13;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_II_CN/NOR2/Applications/Application_9/Control Modules/Met_Ellato_17B/EqM_Folyadekoldal_2_1_Ellato_17B/KSVG5167;KSVG5167;Metanol Bemeres;{656D8635-B849-4899-856C-13B92E6ED1EF};rgnor\takacsf;;;OW05-NO1;Audit Trail configuration
 05-27-2021 22:40:33;;System Simple Event;Controller_8   (0000)  IAC interval time latency (Normal);;;;1;;172.16.120.161-0.5.1;;;;;
 05-27-2021 22:40:37;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-27-2021 22:43:26;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-27-2021 22:43:48;;System Condition Event;Controller_6   (0000)  No communication BackupCPU;;;;1;;172.16.116.156-0.1;;HWError;HWError;;
 05-27-2021 22:43:51;;System Condition Event;Controller_6   (0000) Status OK;;;;1;;172.16.116.156-0.1;;HWError;HWError;;
