EventTime;AspectName;Category;Message;FromValue;ToValue;Path;ObjectName;ObjectDescription;SourceName;UserAccount;Condition;SubCondition;NodeName;Component;Class
 2021-06-01 01:03:23;;System Simple Event;Controller_4   (0000) Redundant mode enabled;;;;3;;172.16.84.164-3;;;;;;9950
 2021-06-01 01:03:43;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 01:03:44;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 01:03:44;;Process Simple Event;Nincs villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 01:03:46;;Process Simple Event;LLL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:03:46;;Process Simple Event;LL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:03:46;;Process Simple Event;L Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:03:50;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:03:53;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:03:54;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:03:56;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:03:57;;Process Simple Event;Object error Rising;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:03:58;;Process Simple Event;LLL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:03:58;;Process Simple Event;LL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:03:58;;Process Simple Event;L Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:03:59;;Process Simple Event;Object error Falling;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:04:03;;AuditEvent_Security;Logover user from RGAX3\readonly to rgax3\sorest succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};RGAX3\SoresT;;;OW08-UNI2;Logover;
 2021-06-01 01:04:05;;Process Simple Event;Object error Rising;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 01:04:05;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 01:04:06;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 01:04:06;;Process Simple Event;Nincs villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 01:04:06;;Process Simple Event;LLL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:04:06;;Process Simple Event;LL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:04:06;;Process Simple Event;L Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:04:07;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:04:08;;Process Simple Event;MOP not completed activated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:04:09;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:04:10;;Process Condition Event;Greater than 10.00 °C;;;;TC54008_1;52C40.00 kopenyter hom. szabalyozas;TC54008_1;;Negative deviation;Negative deviation;;;9000
 2021-06-01 01:04:12;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:04:13;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:04:15;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:04:16;Control Module;AuditEvent_OperatorAction;HSICmd.SPManValue 75 -> 90 ;75;90;[Control Structure]Root/RGUNI2_CN/RGUNI2_PR/Applications/Appl_10/Control Modules/U_52C40_00/E051_52C40/TC54008;TC54008;52C40.00 kopenyter hom. szabalyozas;{0F5D4347-CF99-4804-9948-6102AE7DA698};RGAX3\SoresT;;;OW08-UNI2;Audit Trail configuration;
 2021-06-01 01:04:19;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:04:21;;Process Condition Event;Greater than 10.00 °C;;;;TC54008_1;52C40.00 kopenyter hom. szabalyozas;TC54008_1;;Negative deviation;Negative deviation;;;9000
 2021-06-01 01:04:27;;Process Simple Event;Object error Rising;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 01:04:27;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 01:04:27;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:04:28;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:04:28;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 01:04:28;;Process Simple Event;Nincs villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 01:04:28;;Process Simple Event;Object error Rising;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:04:32;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:04:34;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:04:34;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:04:35;;Process Simple Event;Object error Falling;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:04:36;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:04:46;;Process Simple Event;HH Rising;;;;TT60501;T5 villamos csofutes - T5.1;TT60501;;;;;;6005
 2021-06-01 01:04:46;;Process Simple Event;Futokabel tulmelegedett;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 01:04:46;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:04:47;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS02-UNI2;;{7D562315-DBE4-43F5-A4F8-8756AD576613};;;;CS02-UNI2;AdvHtHistorySrv;
 2021-06-01 01:04:52;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:04:54;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:04:57;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:05:03;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:05:05;;Process Simple Event;Object error Rising;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:05:07;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:05:10;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:05:12;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:05:12;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:05:16;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:05:22;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:05:24;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:05:29;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:05:30;;Process Simple Event;MOP not completed activated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:05:31;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:05:31;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:05:34;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:05:35;;Process Simple Event;MOP not completed activated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:05:42;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:05:43;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:05:46;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:05:48;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:05:49;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:05:52;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:05:54;;Process Simple Event;LLL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:05:54;;Process Simple Event;LL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:05:54;;Process Simple Event;L Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:05:56;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:05:56;;Process Simple Event;HH Rising;;;;PT15511;5 fokos eloremeno viz nyomas;PT15511;;;;;;395
 2021-06-01 01:05:57;;Process Simple Event;HH Falling;;;;PT15511;5 fokos eloremeno viz nyomas;PT15511;;;;;;395
 2021-06-01 01:05:59;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY2;2 gcs, egymáshoz reteszelve;KIFAGY2Un;;;;;;1
 2021-06-01 01:06:01;;Process Simple Event;LLL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:01;;Process Simple Event;LL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:01;;Process Simple Event;L Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:02;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:06:03;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:06:05;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:06:07;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:06:08;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:06:11;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:06:11;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:06:12;;Process Simple Event;LLL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:12;;Process Simple Event;LL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:12;;Process Simple Event;L Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:15;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:06:20;;Process Simple Event;LLL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:20;;Process Simple Event;LL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:20;;Process Simple Event;L Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:20;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:06:22;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:06:27;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:06:28;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:06:31;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:06:32;;Process Simple Event;LLL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:32;;Process Simple Event;LL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:32;;Process Simple Event;L Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:32;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:06:37;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS01-UNI2;;{92530D91-0F50-4DFD-B3FD-00B04AC97A7D};;;;CS01-UNI2;AdvHtHistorySrv;
 2021-06-01 01:06:40;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:06:41;;Process Simple Event;LLL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:41;;Process Simple Event;LL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:41;;Process Simple Event;L Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:06:44;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:06:47;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:06:48;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:06:49;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:06:51;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:06:57;;Process Simple Event;MOP not completed activated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:06:58;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:07:03;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:07:04;;Process Simple Event;MOP not completed activated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:07:04;;Process Simple Event;MOP not completed activated;;;;KIFAGY2;2 gcs, egymáshoz reteszelve;KIFAGY2Un;;;;;;1
 2021-06-01 01:07:07;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:07:09;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:07:09;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:07:13;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:07:20;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:07:23;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:07:27;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:07:28;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:07:29;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:07:30;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY2;2 gcs, egymáshoz reteszelve;KIFAGY2Un;;;;;;1
 2021-06-01 01:07:31;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:07:38;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:07:40;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:07:43;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:07:46;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:07:48;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:07:50;;System Simple Event;Controller_3   (0000) Status OK;;;;9;;172.16.84.163-1.82.9;;;;;;9950
 2021-06-01 01:07:50;;System Simple Event;Controller_3   (0000) Status OK;;;;16;;172.16.84.163-1.82.16;;;;;;9950
 2021-06-01 01:07:50;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:07:57;;Process Simple Event;HH Rising;;;;PT15511;5 fokos eloremeno viz nyomas;PT15511;;;;;;395
 2021-06-01 01:07:57;;Process Simple Event;HH Falling;;;;PT15511;5 fokos eloremeno viz nyomas;PT15511;;;;;;395
 2021-06-01 01:08:00;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:08:02;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY2;2 gcs, egymáshoz reteszelve;KIFAGY2Un;;;;;;1
 2021-06-01 01:08:02;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:08:06;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:08:06;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:08:07;;System Simple Event;Controller_3   (0000)  Line fault ch. 7,  Line fault ch. 8;;;;9;;172.16.84.163-1.82.9;;;;;;9950
 2021-06-01 01:08:07;;System Simple Event;Controller_3   (0000)  Line fault ch. 3,  Line fault ch. 4,  HART communication error ch. 1,  HART communication error ch. 3,  HART communication error ch. 4;;;;16;;172.16.84.163-1.82.16;;;;;;9950
 2021-06-01 01:08:07;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:08:12;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:08:16;;Process Simple Event;Object error Falling;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:08:19;;Process Simple Event;Object error Rising;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:08:19;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:08:24;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:08:25;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:08:25;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:08:28;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:08:30;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:08:30;;Process Simple Event;MOP not completed activated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 01:08:31;;Process Simple Event;MOP not completed activated;;;;KIFAGY2;2 gcs, egymáshoz reteszelve;KIFAGY2Un;;;;;;1
 2021-06-01 01:08:38;;Process Simple Event;Object error Falling;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:08:40;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:08:42;;Process Simple Event;Object error Rising;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:08:43;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:08:46;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:08:46;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:08:48;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:08:52;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:08:54;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:08:56;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:09:00;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:09:02;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:09:03;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:09:05;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:09:06;;Process Simple Event;MOP not completed activated;;;;KIFAGY2;2 gcs, egymáshoz reteszelve;KIFAGY2Un;;;;;;1
 2021-06-01 01:09:08;;Process Simple Event;LLL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:08;;Process Simple Event;LL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:08;;Process Simple Event;L Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:16;;Process Simple Event;LLL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:16;;Process Simple Event;LL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:16;;Process Simple Event;L Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:21;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:09:22;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:09:22;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:09:26;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:09:28;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY2;2 gcs, egymáshoz reteszelve;KIFAGY2Un;;;;;;1
 2021-06-01 01:09:28;;Process Simple Event;LLL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:28;;Process Simple Event;LL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:28;;Process Simple Event;L Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:31;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY2;2 gcs, egymáshoz reteszelve;KIFAGY2Un;;;;;;1
 2021-06-01 01:09:35;;Process Simple Event;LLL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:35;;Process Simple Event;LL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:35;;Process Simple Event;L Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:37;;Process Simple Event;Object error Falling;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:09:40;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:09:42;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:09:44;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 01:09:46;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 01:09:47;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS02-UNI2;;{7D562315-DBE4-43F5-A4F8-8756AD576613};;;;CS02-UNI2;AdvHtHistorySrv;
 2021-06-01 01:09:47;;Process Simple Event;Object error Rising;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:09:48;;Process Simple Event;LLL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:48;;Process Simple Event;LL Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:48;;Process Simple Event;L Falling;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:50;;Process Simple Event;Object error Falling;;;;KSVG02392;kopenyter melyhutes ki;KSVG02392;;;;;;225
 2021-06-01 01:09:53;;Process Simple Event;LLL Falling;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:09:58;;Process Simple Event;LLL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:58;;Process Simple Event;LL Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:58;;Process Simple Event;L Rising;;;;PIT12919;kopenyter nyomas;PIT12919;;;;;;178
 2021-06-01 01:09:59;;Process Simple Event;LLL Rising;;;;PIT11511;autoklav nyomas;PIT11511;;;;;;123
 2021-06-01 01:09:59;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
