EventTime;AspectName;Category;Message;FromValue;ToValue;Path;ObjectName;ObjectDescription;SourceName;UserAccount;Condition;SubCondition;NodeName;Component
 05-28-2021 14:00:55;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:03:43;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:05:55;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:07:35;;System Simple Event;Controller_8   (0000) Status OK;;;;1;;172.16.120.161-0.5.1;;;;;
 05-28-2021 14:08:43;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:09:22;;System Condition Event;Controller_6   (0000)  No communication BackupCPU;;;;1;;172.16.116.156-0.1;;HWError;HWError;;
 05-28-2021 14:09:26;;System Condition Event;Controller_6   (0000) Status OK;;;;1;;172.16.116.156-0.1;;HWError;HWError;;
 05-28-2021 14:09:28;;System Alarm for SoftAlarms;Primary Connection to Controller_6 Lost;;;;Controller_6;;{83282CA4-275B-455C-9C32-99F8EB0B8747};;Network Connection Error, Area 29;Primary Connection Down;;
 05-28-2021 14:10:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:11:37;;System Simple Event;Controller_8   (0000)  IAC interval time latency (Normal);;;;1;;172.16.120.161-0.5.1;;;;;
 05-28-2021 14:12:19;;Network Messages;The action Nor2_800xa_20s104w_job_12117_1 has been started.;;;;Nor2_800xa_20s104w_job;;{CA8CD232-C645-456A-AA42-5DC3F56DC8ED};;;;IMS01-NO2;Scheduler
 05-28-2021 14:12:26;;Network Messages;The action Nor2_800xa_20s104w_job_12117_1 completed OK.;;;;Scheduler;Industrial IT Application Scheduler;{545FC42D-F13A-4137-B001-0185947FCBDB};;;;IMS01-NO2;Scheduler
 05-28-2021 14:13:43;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:14:19;;AuditEvent_Security;Logover user from RGNOR\800xAInstaller to rgnor\readonly succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};rgnor\readonly;;;BS01-NO1;Logover
 05-28-2021 14:15:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:18:43;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:19:41;;System Simple Event;Controller_8   (0000) Status OK;;;;1;;172.16.120.161-0.5.1;;;;;
 05-28-2021 14:20:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:21:24;;System Condition Event;Controller_5   (0000) Status OK;;;;503;;172.16.116.155-0.11.503;;HWError;HWError;;
 05-28-2021 14:21:30;;System Condition Event;Controller_5   (0000) Overflow;;;;503;;172.16.116.155-0.11.503;;HWError;HWError;;
 05-28-2021 14:22:14;;IM History;hsEventLogCollector - PDLMSGLOG_172_16_16_53 is not configured.;;;;IM_Inform IT History_IMS01-NO1;;IM_Inform IT History_IMS01-NO1;;;;;
 05-28-2021 14:23:42;;System Simple Event;Controller_8   (0000)  IAC interval time latency (Normal);;;;1;;172.16.120.161-0.5.1;;;;;
 05-28-2021 14:23:43;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:24:17;;IM History;Failed to Extend HS_RUNTIME Table Segment adding Message/VendorAttribute for 'IMMSGLOG_IP_172_16_16_53' (134471 times);;;;IM_Inform IT History_IMS01-NO1;;IM_Inform IT History_IMS01-NO1;;;;;
 05-28-2021 14:25:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:28:20;;Network Messages;The action Schdule_AG_NORI_20s104w_20188_1 has been started.;;;;Schdule_AG_NORI_20s104w;;{F905A6E0-DA9F-4AFC-A5B4-0A979BB8E96E};;;;IMS01-NO1;Scheduler
 05-28-2021 14:28:20;;Network Messages;The action Schedule_AG_NORI_5s8w_20191_1 has been started.;;;;Schedule_AG_NORI_5s8w;;{504F2D25-CA04-4694-BDBE-98EF388B5D5C};;;;IMS01-NO1;Scheduler
 05-28-2021 14:28:29;;Network Messages;The action Schdule_AG_NORI_20s104w_20188_1 completed OK.;;;;Scheduler;Industrial IT Application Scheduler;{545FC42D-F13A-4137-B001-0185947FCBDB};;;;IMS01-NO1;Scheduler
 05-28-2021 14:28:31;;Network Messages;The action Schedule_AG_NORI_5s8w_20191_1 completed OK.;;;;Scheduler;Industrial IT Application Scheduler;{545FC42D-F13A-4137-B001-0185947FCBDB};;;;IMS01-NO1;Scheduler
 05-28-2021 14:28:43;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:28:57;;AuditEvent_Security;Logover user from rgnor\readonly to rgnor\szlovak succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};rgnor\szlovak;;;OW09-NO1;Logover
 05-28-2021 14:29:08;Control Module;AuditEvent_OperatorAction;HSICmd.Man False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_5/Control Modules/T04_00/EqM_Szivattyu_4_T04_00/KSVG25471;KSVG25471;Szabadcsonkra;{8FCFA2D8-E3BF-4A03-B511-A42D8BCA1816};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:29:11;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Functional Structure]Root/Steroid/TARTPARK/T04T19T22/T04_00/EqM_Szivattyu_4_T04_00/KSVG25471;KSVG25471;Szabadcsonkra;{8FCFA2D8-E3BF-4A03-B511-A42D8BCA1816};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:29:14;Control Module;AuditEvent_OperatorAction;HSICmd.Man False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_5/Control Modules/T04_00/EqM_Szivattyu_4_T04_00/KS25455;KS25455;Szivattyu;{3BA83449-9349-4547-BEAC-C7C483955F3C};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:29:17;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Functional Structure]Root/Steroid/TARTPARK/T04T19T22/T04_00/EqM_Szivattyu_4_T04_00/KS25455;KS25455;Szivattyu;{3BA83449-9349-4547-BEAC-C7C483955F3C};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:30:25;;Network Messages;Transaction overrun for property 'LIT9821', aspect 'T04_00:Property Transfer Definition', overrun in 998 Milliseconds;;;;Property Transfer on CS01-NO1;;{8A76BBE6-1650-4A5D-9C24-C039753F6979};;;;CS01-NO1;AfwPropertyTransfer
 05-28-2021 14:30:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:31:39;;System Alarm for SoftAlarms;Primary Connection to Controller_6 Lost;;;;Controller_6;;{83282CA4-275B-455C-9C32-99F8EB0B8747};;Network Connection Error, Area 29;Primary Connection Down;;
 05-28-2021 14:31:45;;System Condition Event;Controller_6   (0000)  No communication;;;;1;;172.16.116.156-0.1;;HWError;HWError;;
 05-28-2021 14:31:46;;System Simple Event;Controller_8   (0000) Status OK;;;;1;;172.16.120.161-0.5.1;;;;;
 05-28-2021 14:31:48;;System Condition Event;Controller_6   (0000)  No communication BackupCPU,  No communication;;;;1;;172.16.116.156-0.1;;HWError;HWError;;
 05-28-2021 14:33:01;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Functional Structure]Root/Steroid/TARTPARK/T04T19T22/T04_00/EqM_Szivattyu_4_T04_00/KSVG25471;KSVG25471;Szabadcsonkra;{8FCFA2D8-E3BF-4A03-B511-A42D8BCA1816};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:33:05;Control Module;AuditEvent_OperatorAction;HSICmd.Auto False -> True ;False;True;[Functional Structure]Root/Steroid/TARTPARK/T04T19T22/T04_00/EqM_Szivattyu_4_T04_00/KSVG25471;KSVG25471;Szabadcsonkra;{8FCFA2D8-E3BF-4A03-B511-A42D8BCA1816};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:33:08;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Functional Structure]Root/Steroid/TARTPARK/T04T19T22/T04_00/EqM_Szivattyu_4_T04_00/KS25455;KS25455;Szivattyu;{3BA83449-9349-4547-BEAC-C7C483955F3C};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:33:11;Control Module;AuditEvent_OperatorAction;HSICmd.Auto False -> True ;False;True;[Functional Structure]Root/Steroid/TARTPARK/T04T19T22/T04_00/EqM_Szivattyu_4_T04_00/KS25455;KS25455;Szivattyu;{3BA83449-9349-4547-BEAC-C7C483955F3C};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:33:34;;IM History;hsEventLogCollector - IMMSGLOG is not configured.;;;;IM_Inform IT History_IMS01-NO2;;IM_Inform IT History_IMS01-NO2;;;;;
 05-28-2021 14:33:34;;IM History;hsEventLogCollector - PDLMSGLOG_172_16_16_54 is not configured.;;;;IM_Inform IT History_IMS01-NO2;;IM_Inform IT History_IMS01-NO2;;;;;
 05-28-2021 14:33:43;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:35:48;;System Simple Event;Controller_8   (0000)  IAC interval time latency (Normal);;;;1;;172.16.120.161-0.5.1;;;;;
 05-28-2021 14:35:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:38:43;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:38:45;;System Condition Event;Controller_5   (0000) Status OK;;;;503;;172.16.116.155-0.11.503;;HWError;HWError;;
 05-28-2021 14:38:50;;System Condition Event;Controller_5   (0000) Overflow;;;;503;;172.16.116.155-0.11.503;;HWError;HWError;;
 05-28-2021 14:40:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:41:40;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_5/Control Modules/U02_00/EqM_Kevero_3_U_THFU02_00/KS2855;KS2855;Kevero inditojel;{B2E152F6-8E57-4198-A7C8-0B38BA8B5773};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:41:44;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_5/Control Modules/U02_00/EqM_Gazoldal_3_U_THFU02_00/KSVG2864;KSVG2864;Tartaly legzo;{C45EE8CA-8698-4EAE-9F65-410B86AB4AAC};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:41:50;Control Module;AuditEvent_OperatorAction;Enable_CNT1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_5/Control Modules/U02_00/EqM_Gazoldal_3_U_THFU02_00;EqM_Gazoldal_3_U_THFU02_00;Gazoldal_3;{6DB3439E-EF98-4DA9-8BE5-ED8ECEE7CE04};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:41:53;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_5/Control Modules/U04_00/EqM_Tartaly_6_U04_00/KSVG12950;KSVG12950;Tolto III.;{9DC0C4CF-1F16-47DC-B2D9-31A40C35AC5F};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 14:43:09;;AuditEvent_Security;Logover user from rgnor\readonly to rgnor\greffk succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};rgnor\greffk;;;OW13-NO1;Logover
 05-28-2021 14:43:13;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_12/Control Modules/U_37C01_00/EqM_Folyadekoldal_12_U_37C01_00/KSVG4078;KSVG4078;37C02.00 felol;{0794D1FC-095A-46B3-A181-CAA513766328};rgnor\greffk;;;OW13-NO1;Audit Trail configuration
 05-28-2021 14:43:43;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:43:49;;IM History;IM Message Log: Messages may have been lost (bad category definition, bad message, or oracle error (134501 times);;;;IM_Inform IT History_IMS01-NO1;;IM_Inform IT History_IMS01-NO1;;;;;
 05-28-2021 14:43:52;;System Simple Event;Controller_8   (0000) Status OK;;;;1;;172.16.120.161-0.5.1;;;;;
 05-28-2021 14:45:01;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:45:03;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:45:07;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:45:10;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:45:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:46:12;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_12/Control Modules/U_37C01_00/EqM_Folyadekoldal_12_U_37C01_00/KSVG4078;KSVG4078;37C02.00 felol;{0794D1FC-095A-46B3-A181-CAA513766328};rgnor\greffk;;;OW13-NO1;Audit Trail configuration
 05-28-2021 14:46:13;;AuditEvent_Acknowledge;Acknowledge of alarms on object KSVG4078 has been requested.;;;Root/Steroid/Axis_37/U37C01_00/EqM_Folyadekoldal_12_U_37C01_00/KSVG4078;KSVG4078;37C02.00 felol;{0794D1FC-095A-46B3-A181-CAA513766328};rgnor\greffk;;;OW13-NO1;AfwAlarmEvent
 05-28-2021 14:46:13;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:47:53;;System Simple Event;Controller_8   (0000)  IAC interval time latency (Normal);;;;1;;172.16.120.161-0.5.1;;;;;
 05-28-2021 14:48:44;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:50:47;;System Condition Event;Controller_6   (0000)  No communication BackupCPU;;;;1;;172.16.116.156-0.1;;HWError;HWError;;
 05-28-2021 14:50:52;;System Condition Event;Controller_6   (0000) Status OK;;;;1;;172.16.116.156-0.1;;HWError;HWError;;
 05-28-2021 14:50:54;;System Alarm for SoftAlarms;Primary Connection to Controller_6 Lost;;;;Controller_6;;{83282CA4-275B-455C-9C32-99F8EB0B8747};;Network Connection Error, Area 29;Primary Connection Down;;
 05-28-2021 14:50:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:52:21;;Network Messages;The action Nor2_800xa_5s8w_job_20188_1 has been started.;;;;Nor2_800xa_5s8w_job;;{AF887899-A5E9-40B8-9240-CD8BEE356379};;;;IMS01-NO2;Scheduler
 05-28-2021 14:52:26;;Network Messages;The action Nor2_800xa_5s8w_job_20188_1 completed OK.;;;;Scheduler;Industrial IT Application Scheduler;{545FC42D-F13A-4137-B001-0185947FCBDB};;;;IMS01-NO2;Scheduler
 05-28-2021 14:53:44;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:54:07;;Process Condition Event;H;;;;LIT12921;U04.00 szedo szintmeres;LIT12921;;H;H;;
 05-28-2021 14:54:40;;Process Condition Event;HH;;;;LIT12921;U04.00 szedo szintmeres;LIT12921;;HH;HH;;
 05-28-2021 14:54:54;;IM History;Failed to Extend HS_RUNTIME Table Segment adding Message/VendorAttribute for 'IMMSGLOG_IP_172_16_16_53' (134518 times);;;;IM_Inform IT History_IMS01-NO1;;IM_Inform IT History_IMS01-NO1;;;;;
 05-28-2021 14:54:59;;Process Condition Event;HHH;;;;LIT12921;U04.00 szedo szintmeres;LIT12921;;HHH;HHH;;
 05-28-2021 14:55:01;;Process Condition Event;Inhibit and priority command;;;;KSVG12960;Tolto II.;KSVG12960;;InhPriCmd;InhPriCmd;;
 05-28-2021 14:55:01;;Process Condition Event;Inhibit and priority command;;;;KSVG12950;Tolto III.;KSVG12950;;InhPriCmd;InhPriCmd;;
 05-28-2021 14:55:01;;Process Condition Event;Inhibit and priority command;;;;KSVG12973;Tolto I.;KSVG12973;;InhPriCmd;InhPriCmd;;
 05-28-2021 14:55:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 14:55:57;;System Simple Event;Controller_8   (0000) Status OK;;;;1;;172.16.120.161-0.5.1;;;;;
 05-28-2021 14:56:39;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:56:44;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:56:46;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:56:49;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:56:51;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:56:53;;Process Condition Event;Object error;;;;KSVG4078;37C02.00 felol;KSVG4078;;OE;OE;;
 05-28-2021 14:57:27;;System Condition Event;Controller_5   (0000) Overflow;;;;105;;172.16.116.155-0.11.105;;HWError;HWError;;
 05-28-2021 14:57:44;;System Condition Event;Controller_5   (0000) Status OK;;;;105;;172.16.116.155-0.11.105;;HWError;HWError;;
 05-28-2021 14:58:44;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 14:58:44;;Process Condition Event;Object error;;;;KS27251;Kinyomatás U01.08-bol;KS27251;;OE;OE;;
 05-28-2021 14:59:59;;System Simple Event;Controller_8   (0000)  IAC interval time latency (Normal);;;;1;;172.16.120.161-0.5.1;;;;;
 05-28-2021 15:00:36;Control Module;AuditEvent_OperatorAction;Enable_CNT1 True -> False ;True;False;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_5/Control Modules/U02_00/EqM_Gazoldal_3_U_THFU02_00;EqM_Gazoldal_3_U_THFU02_00;Gazoldal_3;{6DB3439E-EF98-4DA9-8BE5-ED8ECEE7CE04};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 15:00:42;Control Module;AuditEvent_OperatorAction;HSICmd.Man False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_5/Control Modules/U02_00/EqM_Gazoldal_3_U_THFU02_00/KSVG2862;KSVG2862;Tartaly nitrogen;{80AA0D75-B907-4BAF-8862-541837307097};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 15:00:47;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_5/Control Modules/U02_00/EqM_Gazoldal_3_U_THFU02_00/KSVG2864;KSVG2864;Tartaly legzo;{C45EE8CA-8698-4EAE-9F65-410B86AB4AAC};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 15:00:53;Control Module;AuditEvent_OperatorAction;Button_Enable True -> False ;True;False;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_5/Control Modules/U02_00;U02_00;;{F8409620-38BD-4F3F-8BC6-9C522D2CF3EA};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 15:00:56;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 15:01:04;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Functional Structure]Root/Steroid/THF csarnok/U04_00/EqM_Tartaly_6_U04_00/KSVG12950;KSVG12950;Tolto III.;{9DC0C4CF-1F16-47DC-B2D9-31A40C35AC5F};rgnor\szlovak;;;OW09-NO1;Audit Trail configuration
 05-28-2021 15:01:57;;IM History;hsEventLogCollector - PDLMSGLOG_172_16_16_53 is not configured.;;;;IM_Inform IT History_IMS01-NO1;;IM_Inform IT History_IMS01-NO1;;;;;
 05-28-2021 15:03:07;;Process Condition Event;Inhibit and priority command;;;;KSVG3661;Urito;KSVG3661;;InhPriCmd;InhPriCmd;;
 05-28-2021 15:03:44;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS02-NO1;;{1991DB09-A9F4-417B-B442-E4B3E8A83152};;;;CS02-NO1;AdvHtHistorySrv
 05-28-2021 15:05:46;;AuditEvent_Security;Logover user from rgnor\readonly to rgnor\greffk succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};rgnor\greffk;;;OW01-NO1;Logover
 05-28-2021 15:05:52;Control Module;AuditEvent_OperatorAction;HSICmd.Auto False -> True ;False;True;[Control Structure]Root/NOR_II_CN/NOR2/Applications/Application_9/Control Modules/U_22A03_00/EqM_SMetanol_U_22A03_00/KS9989;KS9989;Stivattyu 22A03.01;{5C088D52-5CDC-4D69-B2BB-C3CC12D00923};rgnor\greffk;;;OW01-NO1;Audit Trail configuration
 05-28-2021 15:05:54;Control Module;AuditEvent_OperatorAction;HSICmd.Auto False -> True ;False;True;[Control Structure]Root/NOR_II_CN/NOR2/Applications/Application_9/Control Modules/U_22A03_00/EqM_SMetanol_U_22A03_00/KSVG9982;KSVG9982;Elosztora;{150130B0-1B74-4A7D-BBA2-7D06C0645DB9};rgnor\greffk;;;OW01-NO1;Audit Trail configuration
 05-28-2021 15:05:57;;Services;Failed to collect 4 logs via collector OPC;;;;Basic History on node CS01-NO1;;{CA5BE0D6-314D-4610-8410-F37DF92A672D};;;;CS01-NO1;AdvHtHistorySrv
 05-28-2021 15:06:08;Control Module;AuditEvent_OperatorAction;SV_MENNYISEG_1.RValue 400 -> 150 ;400;150;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_4/Control Modules/U_27B04_00/EqM_Folyadekoldal_7_U_27B04_00;EqM_Folyadekoldal_7_U_27B04_00;EqM_Folyadekoldal_7;{899CA265-D2E9-4049-B580-2294BC3FD537};rgnor\greffk;;;OW01-NO1;Audit Trail configuration
 05-28-2021 15:06:10;Control Module;AuditEvent_OperatorAction;HSIMOP 2 -> 1 ;2;1;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_4/Control Modules/U_27B04_00/EqM_Folyadekoldal_7_U_27B04_00/EqM_Folyadekoldal_7_U_27B04_00c;EqM_Folyadekoldal_7_U_27B04_00c;;{31C7E172-E125-4DE8-82A5-F57EFBEC1155};rgnor\greffk;;;OW01-NO1;Audit Trail configuration
 05-28-2021 15:06:10;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39B02_00/EqM_Folyadekoldal_2_2_U_39B02_00/KSVG0260;KSVG0260;Oldat viz elzaro;{CE4DFE75-64DB-404B-A90C-7935CE838FEB};rgnor\drozdiki;;;OW03-NO1;Audit Trail configuration
 05-28-2021 15:06:13;Control Module;AuditEvent_OperatorAction;HSIMOP 1 -> 2 ;1;2;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_4/Control Modules/U_27B04_00/EqM_Folyadekoldal_7_U_27B04_00/EqM_Folyadekoldal_7_U_27B04_00c;EqM_Folyadekoldal_7_U_27B04_00c;;{31C7E172-E125-4DE8-82A5-F57EFBEC1155};rgnor\greffk;;;OW01-NO1;Audit Trail configuration
 05-28-2021 15:06:18;;AuditEvent_Security;Logover user from rgnor\greffk to rgnor\readonly succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};rgnor\readonly;;;OW13-NO1;Logover
 05-28-2021 15:06:42;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_1/Control Modules/U_39C01_00/EqM_Urito_1_U_39C01_00/KSVG0161;KSVG0161;Keszulek urito;{1615737F-1359-4217-B74F-DCF0166EFCB6};rgnor\drozdiki;;;OW03-NO1;Audit Trail configuration
 05-28-2021 15:06:55;;Process Condition Event;MMS Communication Error!!!;;;;U_27B04;Metanol;MMS_HBE;;U_27B04_aeHB;U_27B04_aeHB;;
 05-28-2021 15:07:29;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/NOR_I_CN/NOR1/Applications/Application_4/Control Modules/U_27B04_00/EqM_Kevero_3_U_27B04_00/KS3655;KS3655;Kevero Start/Stop;{FD33698A-0150-47F5-BAB3-9ACB94CCC768};rgnor\greffk;;;OW01-NO1;Audit Trail configuration
