EventTime;AspectName;Category;Message;FromValue;ToValue;Path;ObjectName;ObjectDescription;SourceName;UserAccount;Condition;SubCondition;NodeName;Component
 05-28-2021 21:32:40;;Process Simple Event;L Falling;;;;PDIT5112;Nyomaskulonbseg meres;PDIT5112;;;;;
 05-28-2021 21:32:49;;Process Simple Event;LL Rising;;;;PDIT5112;Nyomaskulonbseg meres;PDIT5112;;;;;
 05-28-2021 21:32:49;;Process Simple Event;L Rising;;;;PDIT5112;Nyomaskulonbseg meres;PDIT5112;;;;;
 05-28-2021 21:32:52;;Process Simple Event;LL Falling;;;;PDIT5112;Nyomaskulonbseg meres;PDIT5112;;;;;
 05-28-2021 21:32:52;;Process Simple Event;L Falling;;;;PDIT5112;Nyomaskulonbseg meres;PDIT5112;;;;;
 05-28-2021 21:33:00;;Process Simple Event;LLL Rising;;;;FIT0531;Reflux ag mennyiseg;FIT0531;;;;;
 05-28-2021 21:33:00;;Process Simple Event;LL Rising;;;;FIT0531;Reflux ag mennyiseg;FIT0531;;;;;
 05-28-2021 21:33:00;;Process Simple Event;L Rising;;;;FIT0531;Reflux ag mennyiseg;FIT0531;;;;;
 05-28-2021 21:33:02;;Process Simple Event;LL Rising;;;;PDIT5112;Nyomaskulonbseg meres;PDIT5112;;;;;
 05-28-2021 21:33:02;;Process Simple Event;L Rising;;;;PDIT5112;Nyomaskulonbseg meres;PDIT5112;;;;;
 05-28-2021 21:33:24;;Process Simple Event;LLL Rising;;;;T1_PA24;T1 zuhany;T1_PA24;;;;;
